Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.3266637756906707,0.0738145251164277,0.047544554678787446,9.019631385803223,0.0,5,2.0307064716339114,2.0307064716339114,0.4,1e-05
