Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5274988684965216,0.04084260425145697,0.035960385732798146,4.6389031410217285,0.0,5,0.24527026069164282,0.24527026069164282,0.4,1e-05
