Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.3393591221036583,0.07440663825174601,0.047801086020752274,9.303357124328613,0.0,9,1.9349359880023533,1.9349359880023533,0.6,1e-05
