Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5413715463617574,0.04122857054766348,0.0361746030545834,4.643425941467285,0.0,9,0.2294965868790944,0.2294965868790944,0.6,1e-05
