Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.3223293053692786,0.07361591755059259,0.0474570337040671,8.917560577392578,0.0,3,2.1812482366561885,2.1812482366561885,0.7333333333333333,1e-05
