Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5256378132364024,0.04075807222397998,0.03593017285912419,4.638306617736816,0.0,3,0.24935885059833524,0.24935885059833524,0.7333333333333333,1e-05
