Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.31979914163721,0.07351215270444236,0.04740109450408611,8.864208221435547,0.0,1,2.867626989364624,2.867626989364624,0.6,1e-05
