Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.523963812900626,0.04069753444586557,0.03594405929881917,4.638073444366455,0.0,1,0.34007740736007686,0.34007740736007686,0.6,1e-05
