Epoch,Train Loss,Val Loss,MSE,MAE,R²,Learning Rate
407,0.050626,0.050119,0.050119,0.152996,0.761978,0.000000018311
408,0.050607,0.050114,0.050114,0.152040,0.761833,0.000000018311
409,0.050566,0.050157,0.050157,0.152714,0.761709,0.000000018311
410,0.050421,0.050287,0.050287,0.152932,0.761114,0.000000018311
411,0.050632,0.050033,0.050033,0.153197,0.762416,0.000000018311
412,0.050593,0.050491,0.050491,0.153370,0.760133,0.000000018311
413,0.050629,0.050218,0.050218,0.153279,0.761529,0.000000018311
414,0.050485,0.050181,0.050181,0.153150,0.761658,0.000000018311
415,0.050652,0.049899,0.049899,0.152666,0.763048,0.000000018311
416,0.050605,0.050017,0.050017,0.152354,0.762386,0.000000018311
417,0.050599,0.050236,0.050236,0.152167,0.761202,0.000000018311
418,0.050427,0.050381,0.050381,0.153179,0.760663,0.000000018311
419,0.050570,0.050267,0.050267,0.152606,0.761160,0.000000018311
420,0.050564,0.050287,0.050287,0.152896,0.761075,0.000000018311
421,0.050613,0.050019,0.050019,0.152451,0.762379,0.000000018311
422,0.050655,0.049947,0.049947,0.152762,0.762824,0.000000018311
423,0.050557,0.050153,0.050153,0.153130,0.761817,0.000000018311
424,0.050607,0.049696,0.049696,0.152296,0.764017,0.000000018311
425,0.050664,0.050055,0.050055,0.152166,0.762142,0.000000018311
426,0.050510,0.050125,0.050125,0.153226,0.761977,0.000000018311
427,0.050672,0.050125,0.050125,0.152191,0.761800,0.000000018311
428,0.050606,0.050315,0.050315,0.153359,0.761085,0.000000018311
429,0.050579,0.049986,0.049986,0.152043,0.762453,0.000000018311
430,0.050586,0.050147,0.050147,0.153037,0.761810,0.000000018311
431,0.050668,0.050585,0.050585,0.154068,0.759810,0.000000018311
432,0.050598,0.050196,0.050196,0.153351,0.761660,0.000000018311
433,0.050539,0.050091,0.050091,0.152547,0.762043,0.000000018311
434,0.050677,0.050032,0.050032,0.152977,0.762447,0.000000018311
435,0.050670,0.049935,0.049935,0.153311,0.763035,0.000000018311
436,0.050609,0.050266,0.050266,0.152514,0.761122,0.000000018311
