Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5248764312785605,0.0407249835843686,0.03592398034854104,4.638224124908447,0.0,2,0.26242329144477844,0.26242329144477844,0.6666666666666666,1e-05
