Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.3207185073145506,0.07354835787755919,0.0474213491804127,8.883710861206055,0.0,2,2.306430026054382,2.306430026054382,0.6666666666666666,1e-05
