Epoch,Train Loss,Val Loss,Learning Rate,Pred Entropy,Target Entropy
1,2.9664,2.4690,0.000300000000,3.4362,1.0040
2,2.3875,2.4305,0.000300000000,3.4444,1.0040
3,2.2725,2.2366,0.000300000000,3.3146,1.0040
4,2.1954,2.1714,0.000300000000,3.1309,1.0040
5,2.1371,2.1353,0.000300000000,3.0717,1.0040
6,2.0974,2.0908,0.000300000000,3.0175,1.0040
7,2.0667,2.0804,0.000300000000,2.9561,1.0040
8,2.0424,2.0766,0.000300000000,3.1159,1.0040
9,2.0219,2.0389,0.000300000000,2.9921,1.0040
10,2.0057,2.0118,0.000300000000,2.8393,1.0040
11,1.9892,2.0050,0.000300000000,2.9063,1.0040
12,1.9762,1.9935,0.000300000000,3.0035,1.0040
13,1.9653,1.9827,0.000300000000,2.7955,1.0040
14,1.9544,1.9813,0.000300000000,2.9288,1.0040
15,1.9444,1.9796,0.000300000000,2.9023,1.0040
16,1.9359,1.9676,0.000300000000,2.9958,1.0040
17,1.9286,1.9578,0.000300000000,2.7159,1.0040
18,1.9213,1.9462,0.000300000000,2.9020,1.0040
19,1.9153,1.9518,0.000300000000,2.9333,1.0040
20,1.9098,1.9465,0.000300000000,2.7945,1.0040
21,1.9043,1.9463,0.000300000000,2.9656,1.0040
22,1.8993,1.9470,0.000300000000,2.7616,1.0040
23,1.8942,1.9263,0.000300000000,2.8566,1.0040
24,1.8901,1.9194,0.000300000000,2.9006,1.0040
25,1.8858,1.9172,0.000300000000,2.7134,1.0040
26,1.8818,1.9216,0.000300000000,2.7687,1.0040
27,1.8779,1.9206,0.000300000000,2.6396,1.0040
28,1.8749,1.9083,0.000300000000,2.6206,1.0040
29,1.8714,1.9130,0.000300000000,2.6893,1.0040
30,1.8686,1.9212,0.000300000000,2.6486,1.0040
31,1.8650,1.8986,0.000300000000,2.7275,1.0040
32,1.8618,1.9066,0.000300000000,2.6069,1.0040
33,1.8597,1.9048,0.000300000000,2.7794,1.0040
34,1.8576,1.8998,0.000300000000,2.8994,1.0040
35,1.8547,1.8908,0.000300000000,2.7630,1.0040
36,1.8518,1.8910,0.000300000000,2.7990,1.0040
37,1.8505,1.8897,0.000300000000,2.5966,1.0040
38,1.8475,1.8911,0.000300000000,2.7558,1.0040
39,1.8463,1.8938,0.000300000000,2.5262,1.0040
40,1.8441,1.8890,0.000300000000,2.8789,1.0040
41,1.8426,1.8797,0.000300000000,2.6971,1.0040
42,1.8400,1.8805,0.000300000000,2.6590,1.0040
43,1.8384,1.8849,0.000300000000,2.6558,1.0040
44,1.8363,1.8770,0.000300000000,2.6211,1.0040
45,1.8358,1.8829,0.000300000000,2.5922,1.0040
46,1.8344,1.8739,0.000300000000,2.6689,1.0040
47,1.8316,1.8737,0.000300000000,2.6945,1.0040
48,1.8305,1.8737,0.000300000000,2.5134,1.0040
49,1.8290,1.8716,0.000300000000,2.6940,1.0040
50,1.8289,1.8724,0.000300000000,2.7808,1.0040
51,1.7815,1.7893,0.000300000000,2.6001,1.0035
52,1.8008,1.8130,0.000300000000,2.5373,1.0035
53,1.8140,1.8386,0.000300000000,2.6065,1.0035
54,1.8206,1.8477,0.000300000000,2.6914,1.0035
55,1.8229,1.8432,0.000300000000,2.5844,1.0035
56,1.8233,1.8347,0.000300000000,2.6382,1.0035
57,1.8224,1.8490,0.000150000000,2.5457,1.0035
58,1.7653,1.7820,0.000150000000,2.5049,1.0035
59,1.7478,1.7754,0.000150000000,2.5024,1.0035
60,1.7402,1.7761,0.000150000000,2.5495,1.0035
61,1.7340,1.7689,0.000150000000,2.4650,1.0035
62,1.7303,1.7810,0.000150000000,2.3825,1.0035
63,1.7273,1.7744,0.000150000000,2.4693,1.0035
64,1.7242,1.7706,0.000150000000,2.4388,1.0035
65,1.7234,1.7728,0.000150000000,2.4770,1.0035
66,1.7214,1.7717,0.000150000000,2.4857,1.0035
67,1.7204,1.7709,0.000075000000,2.4695,1.0035
68,1.6848,1.7355,0.000075000000,2.3907,1.0035
69,1.6716,1.7338,0.000075000000,2.3428,1.0035
70,1.6646,1.7280,0.000075000000,2.3908,1.0035
71,1.6605,1.7323,0.000075000000,2.3163,1.0035
72,1.6565,1.7284,0.000075000000,2.3402,1.0035
73,1.6531,1.7299,0.000075000000,2.3364,1.0035
74,1.6508,1.7244,0.000075000000,2.3809,1.0035
75,1.6481,1.7241,0.000075000000,2.4175,1.0035
76,1.6461,1.7289,0.000075000000,2.3133,1.0035
77,1.6443,1.7359,0.000075000000,2.3391,1.0035
78,1.6429,1.7253,0.000075000000,2.3963,1.0035
79,1.6413,1.7260,0.000075000000,2.3539,1.0035
80,1.6403,1.7261,0.000075000000,2.3569,1.0035
81,1.6392,1.7280,0.000037500000,2.4086,1.0035
82,1.6163,1.7062,0.000037500000,2.3461,1.0035
83,1.6072,1.7079,0.000037500000,2.2624,1.0035
84,1.6015,1.7018,0.000037500000,2.3156,1.0035
85,1.5979,1.7058,0.000037500000,2.2656,1.0035
86,1.5952,1.7043,0.000037500000,2.2631,1.0035
87,1.5929,1.7028,0.000037500000,2.2670,1.0035
88,1.5905,1.7037,0.000037500000,2.2692,1.0035
89,1.5885,1.7054,0.000037500000,2.2477,1.0035
90,1.5864,1.7062,0.000018750000,2.2250,1.0035
91,1.5743,1.6943,0.000018750000,2.2288,1.0035
92,1.5686,1.6930,0.000018750000,2.2278,1.0035
93,1.5651,1.6929,0.000018750000,2.2103,1.0035
94,1.5622,1.6920,0.000018750000,2.2201,1.0035
95,1.5601,1.6901,0.000018750000,2.2501,1.0035
96,1.5588,1.6904,0.000018750000,2.2600,1.0035
97,1.5566,1.6893,0.000018750000,2.2309,1.0035
98,1.5552,1.6866,0.000018750000,2.2584,1.0035
99,1.5541,1.6904,0.000018750000,2.2113,1.0035
100,1.5524,1.6907,0.000018750000,2.2280,1.0035
101,1.5607,1.5525,0.000018750000,2.2275,1.0205
102,1.5605,1.5560,0.000018750000,2.2510,1.0205
103,1.5601,1.5620,0.000018750000,2.2239,1.0205
104,1.5607,1.5639,0.000018750000,2.2433,1.0205
105,1.5593,1.5670,0.000018750000,2.2265,1.0205
106,1.5582,1.5686,0.000018750000,2.2405,1.0205
107,1.5571,1.5699,0.000009375000,2.2558,1.0205
108,1.5496,1.5647,0.000009375000,2.2083,1.0205
109,1.5459,1.5650,0.000009375000,2.2460,1.0205
110,1.5441,1.5665,0.000009375000,2.2117,1.0205
111,1.5436,1.5665,0.000009375000,2.2131,1.0205
112,1.5421,1.5666,0.000009375000,2.2147,1.0205
113,1.5400,1.5671,0.000009375000,2.1961,1.0205
114,1.5390,1.5691,0.000009375000,2.2026,1.0205
115,1.5384,1.5676,0.000009375000,2.1933,1.0205
116,1.5375,1.5707,0.000004687500,2.1915,1.0205
117,1.5331,1.5668,0.000004687500,2.1885,1.0205
118,1.5323,1.5679,0.000004687500,2.1837,1.0205
119,1.5312,1.5660,0.000004687500,2.1876,1.0205
120,1.5299,1.5664,0.000004687500,2.1972,1.0205
121,1.5292,1.5651,0.000004687500,2.1801,1.0205
122,1.5289,1.5674,0.000004687500,2.1916,1.0205
123,1.5282,1.5669,0.000004687500,2.1767,1.0205
124,1.5274,1.5686,0.000004687500,2.1865,1.0205
125,1.5271,1.5671,0.000002343750,2.1958,1.0205
126,1.5251,1.5653,0.000002343750,2.1816,1.0205
127,1.5241,1.5651,0.000002343750,2.1922,1.0205
128,1.5235,1.5664,0.000002343750,2.1807,1.0205
129,1.5230,1.5673,0.000002343750,2.1753,1.0205
130,1.5226,1.5682,0.000002343750,2.1844,1.0205
131,1.5225,1.5663,0.000002343750,2.1826,1.0205
132,1.5220,1.5661,0.000002343750,2.1976,1.0205
133,1.5221,1.5665,0.000002343750,2.1789,1.0205
134,1.5214,1.5643,0.000001171875,2.1719,1.0205
135,1.5209,1.5695,0.000001171875,2.1685,1.0205
136,1.5208,1.5651,0.000001171875,2.1686,1.0205
137,1.5204,1.5652,0.000001171875,2.1769,1.0205
138,1.5198,1.5668,0.000001171875,2.1658,1.0205
139,1.5192,1.5671,0.000001171875,2.1650,1.0205
140,1.5188,1.5673,0.000001171875,2.1764,1.0205
141,1.5186,1.5677,0.000001171875,2.1721,1.0205
142,1.5188,1.5668,0.000001171875,2.1561,1.0205
143,1.5187,1.5656,0.000000585937,2.2001,1.0205
144,1.5183,1.5668,0.000000585937,2.1615,1.0205
145,1.5178,1.5670,0.000000585937,2.1592,1.0205
146,1.5179,1.5644,0.000000585937,2.1633,1.0205
147,1.5179,1.5651,0.000000585937,2.1615,1.0205
148,1.5183,1.5663,0.000000585937,2.1858,1.0205
149,1.5178,1.5665,0.000000585937,2.1701,1.0205
150,1.5180,1.5660,0.000000585937,2.1678,1.0205
151,1.5240,1.5073,0.000000585937,2.1721,1.0292
152,1.5236,1.5082,0.000000585937,2.1711,1.0292
153,1.5237,1.5083,0.000000585937,2.1733,1.0292
154,1.5233,1.5098,0.000000585937,2.1689,1.0292
155,1.5232,1.5074,0.000000585937,2.1853,1.0292
156,1.5229,1.5098,0.000000585937,2.1745,1.0292
157,1.5234,1.5091,0.000000292969,2.1692,1.0292
158,1.5229,1.5096,0.000000292969,2.1636,1.0292
159,1.5225,1.5079,0.000000292969,2.1594,1.0292
160,1.5220,1.5096,0.000000292969,2.1659,1.0292
161,1.5223,1.5090,0.000000292969,2.1676,1.0292
162,1.5216,1.5095,0.000000292969,2.1631,1.0292
163,1.5222,1.5102,0.000000292969,2.1711,1.0292
164,1.5225,1.5093,0.000000292969,2.1635,1.0292
165,1.5221,1.5080,0.000000292969,2.1794,1.0292
166,1.5223,1.5105,0.000000146484,2.1686,1.0292
167,1.5215,1.5109,0.000000146484,2.1783,1.0292
168,1.5220,1.5108,0.000000146484,2.1757,1.0292
169,1.5220,1.5103,0.000000146484,2.1680,1.0292
170,1.5218,1.5106,0.000000146484,2.1693,1.0292
171,1.5216,1.5100,0.000000146484,2.1659,1.0292
172,1.5217,1.5078,0.000000146484,2.1642,1.0292
173,1.5211,1.5096,0.000000146484,2.1836,1.0292
174,1.5220,1.5088,0.000000146484,2.1655,1.0292
175,1.5214,1.5087,0.000000073242,2.1685,1.0292
176,1.5213,1.5116,0.000000073242,2.1808,1.0292
177,1.5218,1.5085,0.000000073242,2.1682,1.0292
178,1.5212,1.5101,0.000000073242,2.1708,1.0292
179,1.5219,1.5107,0.000000073242,2.1701,1.0292
180,1.5219,1.5087,0.000000073242,2.1557,1.0292
181,1.5221,1.5087,0.000000073242,2.1692,1.0292
182,1.5212,1.5088,0.000000073242,2.1696,1.0292
183,1.5221,1.5099,0.000000073242,2.1604,1.0292
184,1.5222,1.5115,0.000000036621,2.1759,1.0292
185,1.5214,1.5094,0.000000036621,2.1664,1.0292
186,1.5218,1.5105,0.000000036621,2.1552,1.0292
187,1.5208,1.5085,0.000000036621,2.1621,1.0292
188,1.5214,1.5097,0.000000036621,2.1719,1.0292
189,1.5219,1.5090,0.000000036621,2.1720,1.0292
190,1.5217,1.5092,0.000000036621,2.1565,1.0292
191,1.5213,1.5086,0.000000036621,2.1831,1.0292
192,1.5221,1.5075,0.000000036621,2.1594,1.0292
193,1.5219,1.5099,0.000000018311,2.1755,1.0292
194,1.5213,1.5102,0.000000018311,2.1692,1.0292
195,1.5223,1.5094,0.000000018311,2.1573,1.0292
196,1.5210,1.5105,0.000000018311,2.1684,1.0292
197,1.5213,1.5086,0.000000018311,2.1608,1.0292
198,1.5215,1.5089,0.000000018311,2.1784,1.0292
199,1.5216,1.5107,0.000000018311,2.1732,1.0292
200,1.5217,1.5101,0.000000018311,2.1753,1.0292
201,1.5220,1.5085,0.000000018311,2.1718,1.0226
202,1.5211,1.5091,0.000000018311,2.1486,1.0226
203,1.5217,1.5067,0.000000018311,2.1661,1.0226
204,1.5211,1.5092,0.000000018311,2.1446,1.0226
205,1.5221,1.5079,0.000000018311,2.1767,1.0226
206,1.5213,1.5078,0.000000018311,2.1612,1.0226
207,1.5220,1.5076,0.000000018311,2.1553,1.0226
208,1.5218,1.5073,0.000000018311,2.1486,1.0226
209,1.5217,1.5073,0.000000018311,2.1548,1.0226
210,1.5217,1.5059,0.000000018311,2.1524,1.0226
211,1.5218,1.5091,0.000000018311,2.1614,1.0226
212,1.5213,1.5092,0.000000018311,2.1599,1.0226
213,1.5211,1.5084,0.000000018311,2.1565,1.0226
214,1.5213,1.5091,0.000000018311,2.1715,1.0226
215,1.5217,1.5099,0.000000018311,2.1670,1.0226
216,1.5218,1.5098,0.000000018311,2.1817,1.0226
217,1.5218,1.5083,0.000000018311,2.1665,1.0226
218,1.5216,1.5075,0.000000018311,2.1660,1.0226
219,1.5216,1.5083,0.000000018311,2.1528,1.0226
220,1.5214,1.5084,0.000000018311,2.1522,1.0226
221,1.5219,1.5081,0.000000018311,2.1607,1.0226
222,1.5212,1.5097,0.000000018311,2.1601,1.0226
223,1.5218,1.5067,0.000000018311,2.1626,1.0226
224,1.5212,1.5080,0.000000018311,2.1697,1.0226
225,1.5219,1.5071,0.000000018311,2.1616,1.0226
226,1.5207,1.5070,0.000000018311,2.1718,1.0226
227,1.5218,1.5097,0.000000018311,2.1581,1.0226
228,1.5210,1.5077,0.000000018311,2.1598,1.0226
229,1.5207,1.5072,0.000000018311,2.1658,1.0226
230,1.5213,1.5083,0.000000018311,2.1646,1.0226
231,1.5220,1.5079,0.000000018311,2.1647,1.0226
232,1.5205,1.5088,0.000000018311,2.1615,1.0226
233,1.5214,1.5067,0.000000018311,2.1655,1.0226
234,1.5214,1.5080,0.000000018311,2.1656,1.0226
235,1.5210,1.5083,0.000000018311,2.1510,1.0226
236,1.5214,1.5091,0.000000018311,2.1887,1.0226
237,1.5215,1.5091,0.000000018311,2.1639,1.0226
238,1.5214,1.5078,0.000000018311,2.1623,1.0226
239,1.5213,1.5077,0.000000018311,2.1616,1.0226
240,1.5207,1.5084,0.000000018311,2.1555,1.0226
241,1.5217,1.5081,0.000000018311,2.1640,1.0226
242,1.5215,1.5086,0.000000018311,2.1625,1.0226
243,1.5211,1.5092,0.000000018311,2.1513,1.0226
244,1.5215,1.5093,0.000000018311,2.1491,1.0226
245,1.5212,1.5101,0.000000018311,2.1631,1.0226
246,1.5206,1.5094,0.000000018311,2.1550,1.0226
247,1.5209,1.5071,0.000000018311,2.1479,1.0226
248,1.5215,1.5104,0.000000018311,2.1633,1.0226
249,1.5214,1.5078,0.000000018311,2.1539,1.0226
250,1.5211,1.5096,0.000000018311,2.1506,1.0226
251,1.5210,1.5092,0.000000018311,2.2007,1.0591
252,1.5211,1.5072,0.000000018311,2.1930,1.0591
253,1.5212,1.5079,0.000000018311,2.1992,1.0591
254,1.5216,1.5066,0.000000018311,2.1933,1.0591
255,1.5216,1.5092,0.000000018311,2.1905,1.0591
256,1.5213,1.5097,0.000000018311,2.1984,1.0591
257,1.5205,1.5122,0.000000018311,2.1962,1.0591
258,1.5221,1.5100,0.000000018311,2.1879,1.0591
259,1.5213,1.5094,0.000000018311,2.2082,1.0591
260,1.5216,1.5086,0.000000018311,2.1839,1.0591
261,1.5218,1.5089,0.000000018311,2.2065,1.0591
262,1.5214,1.5095,0.000000018311,2.1900,1.0591
263,1.5214,1.5082,0.000000018311,2.1909,1.0591
264,1.5214,1.5095,0.000000018311,2.1881,1.0591
265,1.5209,1.5115,0.000000018311,2.2052,1.0591
266,1.5214,1.5089,0.000000018311,2.1847,1.0591
267,1.5210,1.5092,0.000000018311,2.1908,1.0591
268,1.5214,1.5107,0.000000018311,2.1949,1.0591
269,1.5211,1.5105,0.000000018311,2.1951,1.0591
270,1.5214,1.5097,0.000000018311,2.1930,1.0591
271,1.5218,1.5109,0.000000018311,2.1996,1.0591
272,1.5210,1.5087,0.000000018311,2.1982,1.0591
273,1.5211,1.5093,0.000000018311,2.2032,1.0591
274,1.5212,1.5089,0.000000018311,2.1865,1.0591
275,1.5218,1.5065,0.000000018311,2.1965,1.0591
276,1.5209,1.5090,0.000000018311,2.1908,1.0591
277,1.5212,1.5073,0.000000018311,2.1821,1.0591
278,1.5213,1.5100,0.000000018311,2.1973,1.0591
279,1.5209,1.5107,0.000000018311,2.1791,1.0591
280,1.5216,1.5101,0.000000018311,2.1826,1.0591
281,1.5206,1.5090,0.000000018311,2.2018,1.0591
282,1.5213,1.5093,0.000000018311,2.1987,1.0591
283,1.5217,1.5098,0.000000018311,2.1994,1.0591
284,1.5216,1.5086,0.000000018311,2.1900,1.0591
285,1.5212,1.5095,0.000000018311,2.2046,1.0591
286,1.5204,1.5098,0.000000018311,2.2002,1.0591
287,1.5214,1.5097,0.000000018311,2.2097,1.0591
288,1.5206,1.5081,0.000000018311,2.1931,1.0591
289,1.5208,1.5093,0.000000018311,2.1855,1.0591
290,1.5206,1.5098,0.000000018311,2.1970,1.0591
291,1.5207,1.5086,0.000000018311,2.1975,1.0591
292,1.5209,1.5093,0.000000018311,2.1891,1.0591
293,1.5205,1.5095,0.000000018311,2.1961,1.0591
294,1.5210,1.5097,0.000000018311,2.1917,1.0591
295,1.5209,1.5096,0.000000018311,2.1852,1.0591
296,1.5212,1.5096,0.000000018311,2.1824,1.0591
297,1.5212,1.5082,0.000000018311,2.2079,1.0591
298,1.5209,1.5089,0.000000018311,2.1759,1.0591
299,1.5207,1.5093,0.000000018311,2.1910,1.0591
