Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.335713729776185,0.07423787430763759,0.047727058770070815,9.224410057067871,0.0,8,1.9493461316823957,1.9493461316823957,0.5333333333333333,1e-05
