Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5262725612391597,0.040790551415462374,0.03594015784683111,4.638564586639404,0.0,4,0.24733821055293084,0.24733821055293084,0.4666666666666667,1e-05
