Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.324299776348574,0.07370498523533602,0.04749622159027334,8.964302062988281,0.0,4,2.088882926464081,2.088882926464081,0.4666666666666667,1e-05
