Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5320118821185569,0.04099570373680605,0.036038452729015895,4.640566349029541,0.0,7,0.23946160088266638,0.23946160088266638,0.4,1e-05
