Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.3323232644590837,0.0740814267754041,0.04765809593914912,9.149767875671387,0.0,7,1.9578327090399605,1.9578327090399605,0.4,1e-05
