Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
3.329338047011145,0.0739408549049805,0.04759899112556515,9.081543922424316,0.0,6,1.984527826150258,1.984527826150258,0.5333333333333333,1e-05
