Weight_Norm,Weight_AbsMean,Weight_StdDev,Weight_Max,Weight_Min,Epoch,Loss,Train_Loss,Win_Rate,Learning_Rate
1.5292722232963727,0.04090604337144886,0.03599239212116632,4.639644622802734,0.0,6,0.24223459702730177,0.24223459702730177,0.5333333333333333,1e-05
